Date;Région;TMin (°C);TMax (°C);TMoy (°C)
01/01/2016;Ile-de-France;3.3;8.76;6.03
02/01/2016;Ile-de-France;6.6;10.86;8.73
03/01/2016;Ile-de-France;5.3;8.08;6.69
04/01/2016;Ile-de-France;5.46;9.76;7.61
05/01/2016;Ile-de-France;5.12;9.0;7.06
06/01/2016;Ile-de-France;6.66;9.54;8.1
07/01/2016;Ile-de-France;6.14;11.72;8.93
08/01/2016;Ile-de-France;2.16;8.0;5.08
09/01/2016;Ile-de-France;3.14;11.28;7.21
10/01/2016;Ile-de-France;4.44;8.14;6.29
11/01/2016;Ile-de-France;3.64;8.8;6.22
12/01/2016;Ile-de-France;4.78;7.82;6.3
13/01/2016;Ile-de-France;2.76;6.7;4.73
14/01/2016;Ile-de-France;2.34;7.88;5.11
15/01/2016;Ile-de-France;0.86;5.52;3.19
16/01/2016;Ile-de-France;-1.3;5.48;2.09
17/01/2016;Ile-de-France;0.08;3.86;1.97
18/01/2016;Ile-de-France;-1.92;0.4;-0.76
19/01/2016;Ile-de-France;-3.2;0.58;-1.31
20/01/2016;Ile-de-France;-5.18;-0.66;-2.92
21/01/2016;Ile-de-France;-5.56;4.32;-0.62
22/01/2016;Ile-de-France;-1.82;7.34;2.76
23/01/2016;Ile-de-France;4.9;7.08;5.99
24/01/2016;Ile-de-France;4.82;10.88;7.85
25/01/2016;Ile-de-France;3.84;13.58;8.71
26/01/2016;Ile-de-France;6.1;11.6;8.85
27/01/2016;Ile-de-France;9.34;12.32;10.83
28/01/2016;Ile-de-France;5.94;9.24;7.59
29/01/2016;Ile-de-France;1.74;9.26;5.5
30/01/2016;Ile-de-France;6.62;9.4;8.01
31/01/2016;Ile-de-France;6.08;13.44;9.76
01/02/2016;Ile-de-France;10.8;12.62;11.71
02/02/2016;Ile-de-France;7.92;11.98;9.95
03/02/2016;Ile-de-France;4.66;8.3;6.48
04/02/2016;Ile-de-France;3.65;11.1;7.38
05/02/2016;Ile-de-France;9.25;10.95;10.1
06/02/2016;Ile-de-France;6.56;14.06;10.31
07/02/2016;Ile-de-France;6.62;11.48;9.05
08/02/2016;Ile-de-France;6.1;11.52;8.81
09/02/2016;Ile-de-France;3.9;12.42;8.16
10/02/2016;Ile-de-France;2.2;8.16;5.18
11/02/2016;Ile-de-France;2.42;8.64;5.53
12/02/2016;Ile-de-France;1.7;4.32;3.01
13/02/2016;Ile-de-France;3.0;9.16;6.08
14/02/2016;Ile-de-France;4.28;8.1;6.19
15/02/2016;Ile-de-France;2.3;7.08;4.69
16/02/2016;Ile-de-France;-0.98;5.9;2.46
17/02/2016;Ile-de-France;-3.94;4.42;0.24
18/02/2016;Ile-de-France;-2.44;4.0;0.78
19/02/2016;Ile-de-France;-0.56;9.32;4.38
20/02/2016;Ile-de-France;4.9;12.2;8.55
21/02/2016;Ile-de-France;9.98;12.52;11.25
22/02/2016;Ile-de-France;9.18;11.92;10.55
23/02/2016;Ile-de-France;4.44;9.44;6.94
24/02/2016;Ile-de-France;-0.48;6.96;3.24
25/02/2016;Ile-de-France;-0.4;7.46;3.53
26/02/2016;Ile-de-France;-1.84;6.92;2.54
27/02/2016;Ile-de-France;-0.24;7.76;3.76
28/02/2016;Ile-de-France;0.0;6.52;3.26
29/02/2016;Ile-de-France;-0.1;7.9;3.9
01/03/2016;Ile-de-France;-0.84;9.72;4.44
02/03/2016;Ile-de-France;1.3;10.64;5.97
03/03/2016;Ile-de-France;3.76;8.62;6.19
04/03/2016;Ile-de-France;3.42;8.46;5.94
05/03/2016;Ile-de-France;1.02;7.26;4.14
06/03/2016;Ile-de-France;1.46;8.08;4.77
07/03/2016;Ile-de-France;0.98;6.3;3.64
08/03/2016;Ile-de-France;0.38;8.92;4.65
09/03/2016;Ile-de-France;4.04;9.08;6.56
10/03/2016;Ile-de-France;3.66;9.22;6.44
11/03/2016;Ile-de-France;3.34;11.14;7.24
12/03/2016;Ile-de-France;1.08;11.48;6.28
13/03/2016;Ile-de-France;0.64;11.04;5.84
14/03/2016;Ile-de-France;2.04;8.88;5.46
15/03/2016;Ile-de-France;0.64;12.66;6.65
16/03/2016;Ile-de-France;2.82;7.74;5.28
17/03/2016;Ile-de-France;1.24;12.82;7.03
18/03/2016;Ile-de-France;0.74;11.14;5.94
19/03/2016;Ile-de-France;3.38;6.7;5.04
20/03/2016;Ile-de-France;4.4;6.7;5.55
21/03/2016;Ile-de-France;3.64;10.36;7.0
22/03/2016;Ile-de-France;4.7;12.82;8.76
23/03/2016;Ile-de-France;3.54;10.3;6.92
24/03/2016;Ile-de-France;5.8;10.94;8.37
25/03/2016;Ile-de-France;6.7;14.3;10.5
26/03/2016;Ile-de-France;5.32;15.22;10.27
27/03/2016;Ile-de-France;6.38;14.04;10.21
28/03/2016;Ile-de-France;6.94;14.44;10.69
29/03/2016;Ile-de-France;5.56;14.32;9.94
30/03/2016;Ile-de-France;7.2;9.86;8.53
31/03/2016;Ile-de-France;5.62;6.96;6.29
01/04/2016;Ile-de-France;3.6;12.0;7.8
02/04/2016;Ile-de-France;1.98;10.88;6.43
03/04/2016;Ile-de-France;9.28;20.66;14.97
04/04/2016;Ile-de-France;9.32;17.12;13.22
05/04/2016;Ile-de-France;8.78;16.22;12.5
06/04/2016;Ile-de-France;6.42;14.58;10.5
07/04/2016;Ile-de-France;4.8;11.7;8.25
08/04/2016;Ile-de-France;5.9;13.75;9.82
09/04/2016;Ile-de-France;3.6;13.8;8.7
10/04/2016;Ile-de-France;1.78;17.48;9.63
11/04/2016;Ile-de-France;9.48;14.94;12.21
12/04/2016;Ile-de-France;4.12;16.46;10.29
13/04/2016;Ile-de-France;8.74;17.38;13.06
14/04/2016;Ile-de-France;6.54;16.82;11.68
15/04/2016;Ile-de-France;8.8;16.48;12.64
16/04/2016;Ile-de-France;8.5;15.2;11.85
17/04/2016;Ile-de-France;3.24;11.1;7.17
18/04/2016;Ile-de-France;1.34;14.42;7.88
19/04/2016;Ile-de-France;3.24;15.86;9.55
20/04/2016;Ile-de-France;5.9;19.0;12.45
21/04/2016;Ile-de-France;9.86;21.0;15.43
22/04/2016;Ile-de-France;11.04;16.84;13.94
23/04/2016;Ile-de-France;7.78;11.0;9.39
24/04/2016;Ile-de-France;1.28;8.88;5.08
25/04/2016;Ile-de-France;2.04;11.14;6.59
26/04/2016;Ile-de-France;2.82;9.28;6.05
27/04/2016;Ile-de-France;0.96;10.92;5.94
28/04/2016;Ile-de-France;0.08;12.88;6.48
29/04/2016;Ile-de-France;4.12;14.22;9.17
30/04/2016;Ile-de-France;5.4;10.24;7.82
01/05/2016;Ile-de-France;2.48;15.54;9.01
02/05/2016;Ile-de-France;3.24;18.7;10.97
03/05/2016;Ile-de-France;7.8;16.48;12.14
04/05/2016;Ile-de-France;4.36;18.04;11.2
05/05/2016;Ile-de-France;7.06;20.16;13.61
06/05/2016;Ile-de-France;8.2;24.78;16.49
07/05/2016;Ile-de-France;12.34;23.32;17.83
08/05/2016;Ile-de-France;12.36;25.1;18.73
09/05/2016;Ile-de-France;15.9;20.34;18.12
10/05/2016;Ile-de-France;14.34;18.04;16.19
11/05/2016;Ile-de-France;12.3;17.24;14.77
12/05/2016;Ile-de-France;12.65;19.6;16.12
13/05/2016;Ile-de-France;13.9;22.72;18.31
14/05/2016;Ile-de-France;9.1;14.08;11.59
15/05/2016;Ile-de-France;3.66;15.82;9.74
16/05/2016;Ile-de-France;6.76;16.82;11.79
17/05/2016;Ile-de-France;6.16;18.58;12.37
18/05/2016;Ile-de-France;11.7;16.6;14.15
19/05/2016;Ile-de-France;8.72;16.72;12.72
20/05/2016;Ile-de-France;10.34;20.8;15.57
21/05/2016;Ile-de-France;12.42;24.38;18.4
22/05/2016;Ile-de-France;12.92;16.46;14.69
23/05/2016;Ile-de-France;10.36;15.0;12.68
24/05/2016;Ile-de-France;8.0;14.66;11.33
25/05/2016;Ile-de-France;7.08;19.94;13.51
26/05/2016;Ile-de-France;10.56;21.46;16.01
27/05/2016;Ile-de-France;12.48;24.62;18.55
28/05/2016;Ile-de-France;13.5;22.48;17.99
29/05/2016;Ile-de-France;14.52;17.76;16.14
30/05/2016;Ile-de-France;12.24;13.54;12.89
31/05/2016;Ile-de-France;12.02;14.32;13.17
01/06/2016;Ile-de-France;13.34;17.0;15.17
02/06/2016;Ile-de-France;12.18;13.18;12.68
03/06/2016;Ile-de-France;10.64;13.36;12.0
04/06/2016;Ile-de-France;12.16;17.38;14.77
05/06/2016;Ile-de-France;13.52;19.84;16.68
06/06/2016;Ile-de-France;13.04;23.96;18.5
07/06/2016;Ile-de-France;14.74;26.82;20.78
08/06/2016;Ile-de-France;14.68;23.46;19.07
09/06/2016;Ile-de-France;11.94;23.62;17.78
10/06/2016;Ile-de-France;13.44;23.64;18.54
11/06/2016;Ile-de-France;15.56;21.14;18.35
12/06/2016;Ile-de-France;14.28;19.44;16.86
13/06/2016;Ile-de-France;12.0;18.3;15.15
14/06/2016;Ile-de-France;13.66;19.44;16.55
15/06/2016;Ile-de-France;11.56;20.74;16.15
16/06/2016;Ile-de-France;12.56;19.02;15.79
17/06/2016;Ile-de-France;12.0;20.78;16.39
18/06/2016;Ile-de-France;11.96;19.86;15.91
19/06/2016;Ile-de-France;12.78;21.64;17.21
20/06/2016;Ile-de-France;13.68;17.12;15.4
21/06/2016;Ile-de-France;15.9;22.54;19.22
22/06/2016;Ile-de-France;18.06;28.22;23.14
23/06/2016;Ile-de-France;19.66;31.7;25.68
24/06/2016;Ile-de-France;17.64;24.7;21.17
25/06/2016;Ile-de-France;14.16;21.52;17.84
26/06/2016;Ile-de-France;11.4;21.68;16.54
27/06/2016;Ile-de-France;14.26;22.3;18.28
28/06/2016;Ile-de-France;14.2;22.18;18.19
29/06/2016;Ile-de-France;12.9;23.44;18.17
30/06/2016;Ile-de-France;15.82;22.86;19.34
01/07/2016;Ile-de-France;16.36;22.1;19.23
02/07/2016;Ile-de-France;13.22;20.2;16.71
03/07/2016;Ile-de-France;13.28;18.04;15.66
04/07/2016;Ile-de-France;14.46;22.06;18.26
05/07/2016;Ile-de-France;15.12;22.42;18.77
06/07/2016;Ile-de-France;10.7;24.22;17.46
07/07/2016;Ile-de-France;12.22;28.28;20.25
08/07/2016;Ile-de-France;14.54;28.72;21.63
09/07/2016;Ile-de-France;15.42;28.66;22.04
10/07/2016;Ile-de-France;17.56;30.54;24.05
11/07/2016;Ile-de-France;17.1;22.4;19.75
12/07/2016;Ile-de-France;13.58;22.54;18.06
13/07/2016;Ile-de-France;12.02;19.64;15.83
14/07/2016;Ile-de-France;10.78;20.74;15.76
15/07/2016;Ile-de-France;10.2;23.78;16.99
16/07/2016;Ile-de-France;14.3;26.44;20.37
17/07/2016;Ile-de-France;15.58;28.76;22.17
18/07/2016;Ile-de-France;16.72;31.18;23.95
19/07/2016;Ile-de-France;19.18;34.68;26.93
20/07/2016;Ile-de-France;20.96;29.62;25.29
21/07/2016;Ile-de-France;17.58;25.74;21.66
22/07/2016;Ile-de-France;16.46;27.0;21.73
23/07/2016;Ile-de-France;15.48;27.7;21.59
24/07/2016;Ile-de-France;14.7;27.78;21.24
25/07/2016;Ile-de-France;20.04;26.38;23.21
26/07/2016;Ile-de-France;14.14;24.26;19.2
27/07/2016;Ile-de-France;13.38;25.7;19.54
28/07/2016;Ile-de-France;17.28;24.58;20.93
29/07/2016;Ile-de-France;17.9;25.74;21.82
30/07/2016;Ile-de-France;15.86;23.34;19.6
31/07/2016;Ile-de-France;15.76;25.06;20.41
01/08/2016;Ile-de-France;13.16;24.28;18.72
02/08/2016;Ile-de-France;15.64;22.5;19.07
03/08/2016;Ile-de-France;17.42;25.66;21.54
04/08/2016;Ile-de-France;15.96;21.82;18.89
05/08/2016;Ile-de-France;13.06;23.0;18.03
06/08/2016;Ile-de-France;12.06;25.0;18.53
07/08/2016;Ile-de-France;13.42;29.5;21.46
08/08/2016;Ile-de-France;16.32;22.26;19.29
09/08/2016;Ile-de-France;12.2;22.54;17.37
10/08/2016;Ile-de-France;9.86;19.14;14.5
11/08/2016;Ile-de-France;8.9;22.92;15.91
12/08/2016;Ile-de-France;13.02;27.16;20.09
13/08/2016;Ile-de-France;14.06;28.82;21.44
14/08/2016;Ile-de-France;13.94;27.32;20.63
15/08/2016;Ile-de-France;14.2;27.88;21.04
16/08/2016;Ile-de-France;14.42;30.18;22.3
17/08/2016;Ile-de-France;15.64;30.22;22.93
18/08/2016;Ile-de-France;17.64;23.32;20.48
19/08/2016;Ile-de-France;16.86;23.54;20.2
20/08/2016;Ile-de-France;14.4;24.54;19.47
21/08/2016;Ile-de-France;13.36;21.72;17.54
22/08/2016;Ile-de-France;15.0;28.26;21.63
23/08/2016;Ile-de-France;16.36;32.18;24.27
24/08/2016;Ile-de-France;18.28;35.88;27.08
25/08/2016;Ile-de-France;19.06;36.32;27.69
26/08/2016;Ile-de-France;20.06;33.98;27.02
27/08/2016;Ile-de-France;19.14;34.2;26.67
28/08/2016;Ile-de-France;18.7;27.46;23.08
29/08/2016;Ile-de-France;16.98;23.78;20.38
30/08/2016;Ile-de-France;13.72;26.26;19.99
31/08/2016;Ile-de-France;14.4;28.14;21.27
01/09/2016;Ile-de-France;13.72;26.82;20.27
02/09/2016;Ile-de-France;13.76;28.46;21.11
03/09/2016;Ile-de-France;15.0;28.12;21.56
04/09/2016;Ile-de-France;17.48;21.94;19.71
05/09/2016;Ile-de-France;14.96;19.92;17.44
06/09/2016;Ile-de-France;18.04;22.92;20.48
07/09/2016;Ile-de-France;13.88;28.18;21.03
08/09/2016;Ile-de-France;13.72;25.08;19.4
09/09/2016;Ile-de-France;11.16;26.02;18.59
10/09/2016;Ile-de-France;12.14;26.96;19.55
11/09/2016;Ile-de-France;17.96;25.02;21.49
12/09/2016;Ile-de-France;15.7;31.34;23.52
13/09/2016;Ile-de-France;21.2;32.18;26.69
14/09/2016;Ile-de-France;17.02;28.02;22.52
15/09/2016;Ile-de-France;16.82;20.0;18.41
16/09/2016;Ile-de-France;13.32;21.46;17.39
17/09/2016;Ile-de-France;12.44;17.5;14.97
18/09/2016;Ile-de-France;11.16;21.56;16.36
19/09/2016;Ile-de-France;14.38;19.52;16.95
20/09/2016;Ile-de-France;14.54;20.46;17.5
21/09/2016;Ile-de-France;9.02;22.26;15.64
22/09/2016;Ile-de-France;10.18;23.46;16.82
23/09/2016;Ile-de-France;13.02;23.82;18.42
24/09/2016;Ile-de-France;10.68;24.48;17.58
25/09/2016;Ile-de-France;13.36;19.88;16.62
26/09/2016;Ile-de-France;9.14;20.28;14.71
27/09/2016;Ile-de-France;10.04;22.98;16.51
28/09/2016;Ile-de-France;14.78;23.34;19.06
29/09/2016;Ile-de-France;13.26;21.88;17.57
30/09/2016;Ile-de-France;13.52;17.66;15.59
01/10/2016;Ile-de-France;11.46;18.44;14.95
02/10/2016;Ile-de-France;8.94;17.86;13.4
03/10/2016;Ile-de-France;5.66;18.72;12.19
04/10/2016;Ile-de-France;8.32;19.64;13.98
05/10/2016;Ile-de-France;8.98;17.52;13.25
06/10/2016;Ile-de-France;5.02;15.32;10.17
07/10/2016;Ile-de-France;8.42;14.62;11.52
08/10/2016;Ile-de-France;9.48;16.82;13.15
09/10/2016;Ile-de-France;4.38;15.88;10.13
10/10/2016;Ile-de-France;2.84;14.62;8.73
11/10/2016;Ile-de-France;4.62;13.26;8.94
12/10/2016;Ile-de-France;3.2;14.34;8.77
13/10/2016;Ile-de-France;5.02;11.02;8.02
14/10/2016;Ile-de-France;8.86;12.68;10.77
15/10/2016;Ile-de-France;7.38;17.68;12.53
16/10/2016;Ile-de-France;8.3;21.32;14.81
17/10/2016;Ile-de-France;10.8;18.24;14.52
18/10/2016;Ile-de-France;7.76;16.2;11.98
19/10/2016;Ile-de-France;6.64;13.52;10.08
20/10/2016;Ile-de-France;8.2;13.86;11.03
21/10/2016;Ile-de-France;8.4;13.74;11.07
22/10/2016;Ile-de-France;5.48;12.94;9.21
23/10/2016;Ile-de-France;4.14;12.66;8.4
24/10/2016;Ile-de-France;9.82;13.84;11.83
25/10/2016;Ile-de-France;10.82;14.42;12.62
26/10/2016;Ile-de-France;9.5;13.22;11.36
27/10/2016;Ile-de-France;7.06;15.08;11.07
28/10/2016;Ile-de-France;5.74;14.06;9.9
29/10/2016;Ile-de-France;10.96;13.58;12.27
30/10/2016;Ile-de-France;7.2;17.2;12.2
31/10/2016;Ile-de-France;7.0;17.78;12.39
01/11/2016;Ile-de-France;5.08;13.78;9.43
02/11/2016;Ile-de-France;6.92;12.62;9.77
03/11/2016;Ile-de-France;0.48;11.82;6.15
04/11/2016;Ile-de-France;2.88;8.1;5.49
05/11/2016;Ile-de-France;6.46;11.2;8.83
06/11/2016;Ile-de-France;3.2;9.24;6.22
07/11/2016;Ile-de-France;0.94;4.46;2.7
08/11/2016;Ile-de-France;1.56;7.78;4.67
09/11/2016;Ile-de-France;4.74;9.82;7.28
10/11/2016;Ile-de-France;6.38;10.38;8.38
11/11/2016;Ile-de-France;4.08;9.66;6.87
12/11/2016;Ile-de-France;-1.06;6.66;2.8
13/11/2016;Ile-de-France;5.22;9.52;7.37
14/11/2016;Ile-de-France;5.48;8.36;6.92
15/11/2016;Ile-de-France;7.16;12.38;9.77
16/11/2016;Ile-de-France;11.38;12.42;11.9
17/11/2016;Ile-de-France;10.06;13.58;11.82
18/11/2016;Ile-de-France;7.08;10.92;9.0
19/11/2016;Ile-de-France;3.78;11.36;7.57
20/11/2016;Ile-de-France;7.42;12.9;10.16
21/11/2016;Ile-de-France;10.9;16.2;13.55
22/11/2016;Ile-de-France;8.5;11.78;10.14
23/11/2016;Ile-de-France;8.12;14.64;11.38
24/11/2016;Ile-de-France;8.88;12.88;10.88
25/11/2016;Ile-de-France;7.06;9.44;8.25
26/11/2016;Ile-de-France;7.68;9.96;8.82
27/11/2016;Ile-de-France;4.12;8.8;6.46
28/11/2016;Ile-de-France;2.56;6.64;4.6
29/11/2016;Ile-de-France;-2.04;4.32;1.14
30/11/2016;Ile-de-France;-3.94;6.74;1.4
01/12/2016;Ile-de-France;-4.32;6.96;1.32
02/12/2016;Ile-de-France;-0.94;6.3;2.68
03/12/2016;Ile-de-France;2.74;6.7;4.72
04/12/2016;Ile-de-France;-1.6;5.18;1.79
05/12/2016;Ile-de-France;-0.74;8.98;4.12
06/12/2016;Ile-de-France;-0.0;10.58;5.29
07/12/2016;Ile-de-France;1.26;10.5;5.88
08/12/2016;Ile-de-France;0.04;10.32;5.18
09/12/2016;Ile-de-France;1.6;11.12;6.36
10/12/2016;Ile-de-France;1.3;7.84;4.57
11/12/2016;Ile-de-France;3.46;10.5;6.98
12/12/2016;Ile-de-France;2.7;5.76;4.23
13/12/2016;Ile-de-France;4.78;8.6;6.69
14/12/2016;Ile-de-France;2.56;9.82;6.19
15/12/2016;Ile-de-France;0.42;8.76;4.59
16/12/2016;Ile-de-France;4.8;10.86;7.83
17/12/2016;Ile-de-France;0.94;8.42;4.68
18/12/2016;Ile-de-France;2.5;3.68;3.09
19/12/2016;Ile-de-France;2.22;6.22;4.22
20/12/2016;Ile-de-France;2.72;6.4;4.56
21/12/2016;Ile-de-France;0.74;7.18;3.96
22/12/2016;Ile-de-France;5.62;8.56;7.09
23/12/2016;Ile-de-France;1.12;8.24;4.68
24/12/2016;Ile-de-France;5.52;9.4;7.46
25/12/2016;Ile-de-France;7.1;10.52;8.81
26/12/2016;Ile-de-France;7.28;11.28;9.28
27/12/2016;Ile-de-France;-0.62;7.68;3.53
28/12/2016;Ile-de-France;-0.06;7.78;3.86
29/12/2016;Ile-de-France;-1.5;2.96;0.73
30/12/2016;Ile-de-France;-3.72;-1.74;-2.73
31/12/2016;Ile-de-France;-4.18;-2.72;-3.45
01/01/2017;Ile-de-France;-4.62;0.66;-1.98
02/01/2017;Ile-de-France;-1.12;1.98;0.43
03/01/2017;Ile-de-France;-0.62;1.88;0.63
04/01/2017;Ile-de-France;-0.32;5.54;2.61
05/01/2017;Ile-de-France;0.46;6.38;3.42
06/01/2017;Ile-de-France;-3.66;1.98;-0.84
07/01/2017;Ile-de-France;-5.32;3.64;-0.84
08/01/2017;Ile-de-France;0.26;7.22;3.74
09/01/2017;Ile-de-France;4.02;7.68;5.85
10/01/2017;Ile-de-France;2.88;7.62;5.25
11/01/2017;Ile-de-France;4.36;10.42;7.39
12/01/2017;Ile-de-France;5.38;8.54;6.96
13/01/2017;Ile-de-France;0.8;5.3;3.05
14/01/2017;Ile-de-France;-0.04;4.26;2.11
15/01/2017;Ile-de-France;-0.74;3.58;1.42
16/01/2017;Ile-de-France;0.46;2.9;1.68
17/01/2017;Ile-de-France;-3.56;-0.08;-1.82
18/01/2017;Ile-de-France;-4.5;0.58;-1.96
19/01/2017;Ile-de-France;-4.82;0.34;-2.24
20/01/2017;Ile-de-France;-5.06;0.88;-2.09
21/01/2017;Ile-de-France;-6.82;2.46;-2.18
22/01/2017;Ile-de-France;-5.38;5.02;-0.18
23/01/2017;Ile-de-France;-3.72;0.08;-1.82
24/01/2017;Ile-de-France;-3.4;1.28;-1.06
25/01/2017;Ile-de-France;-1.86;-0.24;-1.05
26/01/2017;Ile-de-France;-5.6;2.5;-1.55
27/01/2017;Ile-de-France;-1.52;8.94;3.71
28/01/2017;Ile-de-France;5.72;9.66;7.69
29/01/2017;Ile-de-France;2.1;8.04;5.07
30/01/2017;Ile-de-France;5.7;10.76;8.23
31/01/2017;Ile-de-France;9.44;12.2;10.82
01/02/2017;Ile-de-France;8.32;12.24;10.28
02/02/2017;Ile-de-France;6.94;12.72;9.83
03/02/2017;Ile-de-France;6.8;11.48;9.14
04/02/2017;Ile-de-France;5.0;7.7;6.35
05/02/2017;Ile-de-France;3.68;11.04;7.36
06/02/2017;Ile-de-France;4.4;8.76;6.58
07/02/2017;Ile-de-France;4.84;10.92;7.88
08/02/2017;Ile-de-France;2.76;7.7;5.23
09/02/2017;Ile-de-France;2.68;6.12;4.4
10/02/2017;Ile-de-France;0.06;2.74;1.4
11/02/2017;Ile-de-France;-1.24;0.78;-0.23
12/02/2017;Ile-de-France;-0.72;8.34;3.81
13/02/2017;Ile-de-France;2.4;9.86;6.13
14/02/2017;Ile-de-France;3.42;13.12;8.27
15/02/2017;Ile-de-France;5.46;16.78;11.12
16/02/2017;Ile-de-France;6.38;12.46;9.42
17/02/2017;Ile-de-France;3.74;10.76;7.25
18/02/2017;Ile-de-France;0.62;11.46;6.04
19/02/2017;Ile-de-France;-0.98;11.9;5.46
20/02/2017;Ile-de-France;6.88;11.6;9.24
21/02/2017;Ile-de-France;9.82;12.24;11.03
22/02/2017;Ile-de-France;9.78;12.0;10.89
23/02/2017;Ile-de-France;8.46;12.08;10.27
24/02/2017;Ile-de-France;3.72;9.36;6.54
25/02/2017;Ile-de-France;-1.1;11.66;5.28
26/02/2017;Ile-de-France;5.08;12.28;8.68
27/02/2017;Ile-de-France;7.74;12.1;9.92
28/02/2017;Ile-de-France;3.92;8.86;6.39
01/03/2017;Ile-de-France;5.34;11.4;8.37
02/03/2017;Ile-de-France;5.08;12.28;8.68
03/03/2017;Ile-de-France;5.46;14.96;10.21
04/03/2017;Ile-de-France;6.7;8.88;7.79
05/03/2017;Ile-de-France;3.96;10.16;7.06
06/03/2017;Ile-de-France;3.26;7.06;5.16
07/03/2017;Ile-de-France;5.22;10.06;7.64
08/03/2017;Ile-de-France;4.3;13.42;8.86
09/03/2017;Ile-de-France;11.28;14.16;12.72
10/03/2017;Ile-de-France;6.44;11.0;8.72
11/03/2017;Ile-de-France;2.72;16.88;9.8
12/03/2017;Ile-de-France;5.38;17.54;11.46
13/03/2017;Ile-de-France;6.44;15.46;10.95
14/03/2017;Ile-de-France;3.3;15.54;9.42
15/03/2017;Ile-de-France;8.68;15.14;11.91
16/03/2017;Ile-de-France;4.96;20.1;12.53
17/03/2017;Ile-de-France;7.04;13.46;10.25
18/03/2017;Ile-de-France;6.4;14.06;10.23
19/03/2017;Ile-de-France;10.62;13.46;12.04
20/03/2017;Ile-de-France;9.52;12.26;10.89
21/03/2017;Ile-de-France;7.26;10.68;8.97
22/03/2017;Ile-de-France;3.62;13.16;8.39
23/03/2017;Ile-de-France;5.2;13.54;9.37
24/03/2017;Ile-de-France;7.1;13.52;10.31
25/03/2017;Ile-de-France;6.22;18.38;12.3
26/03/2017;Ile-de-France;5.8;17.58;11.69
27/03/2017;Ile-de-France;5.86;18.58;12.22
28/03/2017;Ile-de-France;6.88;18.5;12.69
29/03/2017;Ile-de-France;6.84;20.42;13.63
30/03/2017;Ile-de-France;8.6;23.12;15.86
31/03/2017;Ile-de-France;11.98;18.34;15.16
01/04/2017;Ile-de-France;8.76;17.12;12.94
02/04/2017;Ile-de-France;6.86;18.04;12.45
03/04/2017;Ile-de-France;6.52;19.74;13.13
04/04/2017;Ile-de-France;7.26;17.32;12.29
05/04/2017;Ile-de-France;7.0;15.46;11.23
06/04/2017;Ile-de-France;5.3;14.14;9.72
07/04/2017;Ile-de-France;3.58;18.28;10.93
08/04/2017;Ile-de-France;6.06;20.76;13.41
09/04/2017;Ile-de-France;6.36;25.16;15.76
10/04/2017;Ile-de-France;9.82;16.5;13.16
11/04/2017;Ile-de-France;4.76;16.22;10.49
12/04/2017;Ile-de-France;4.48;18.7;11.59
13/04/2017;Ile-de-France;6.12;15.38;10.75
14/04/2017;Ile-de-France;9.22;16.7;12.96
15/04/2017;Ile-de-France;7.56;15.24;11.4
16/04/2017;Ile-de-France;5.52;14.44;9.98
17/04/2017;Ile-de-France;7.18;14.18;10.68
18/04/2017;Ile-de-France;2.62;11.62;7.12
19/04/2017;Ile-de-France;1.66;11.24;6.45
20/04/2017;Ile-de-France;-0.08;12.94;6.43
21/04/2017;Ile-de-France;1.58;17.96;9.77
22/04/2017;Ile-de-France;7.38;16.16;11.77
23/04/2017;Ile-de-France;3.12;14.58;8.85
24/04/2017;Ile-de-France;2.56;17.28;9.92
25/04/2017;Ile-de-France;5.36;10.44;7.9
26/04/2017;Ile-de-France;1.32;10.72;6.02
27/04/2017;Ile-de-France;1.28;11.38;6.33
28/04/2017;Ile-de-France;2.96;14.4;8.68
29/04/2017;Ile-de-France;2.88;17.08;9.98
30/04/2017;Ile-de-France;6.38;18.88;12.63
01/05/2017;Ile-de-France;7.04;15.78;11.41
02/05/2017;Ile-de-France;6.82;16.78;11.8
03/05/2017;Ile-de-France;8.64;11.38;10.01
04/05/2017;Ile-de-France;6.72;16.8;11.76
05/05/2017;Ile-de-France;6.82;18.02;12.42
06/05/2017;Ile-de-France;10.42;12.48;11.45
07/05/2017;Ile-de-France;9.92;13.92;11.92
08/05/2017;Ile-de-France;8.08;12.22;10.15
09/05/2017;Ile-de-France;4.96;16.46;10.71
10/05/2017;Ile-de-France;4.98;21.02;13.0
11/05/2017;Ile-de-France;12.36;20.12;16.24
12/05/2017;Ile-de-France;10.72;21.62;16.17
13/05/2017;Ile-de-France;10.76;20.2;15.48
14/05/2017;Ile-de-France;10.74;20.12;15.43
15/05/2017;Ile-de-France;10.26;24.4;17.33
16/05/2017;Ile-de-France;14.32;27.24;20.78
17/05/2017;Ile-de-France;16.2;28.9;22.55
18/05/2017;Ile-de-France;11.8;21.24;16.52
19/05/2017;Ile-de-France;8.66;16.7;12.68
20/05/2017;Ile-de-France;6.48;18.26;12.37
21/05/2017;Ile-de-France;7.88;21.4;14.64
22/05/2017;Ile-de-France;10.8;25.78;18.29
23/05/2017;Ile-de-France;13.48;24.14;18.81
24/05/2017;Ile-de-France;14.14;23.88;19.01
25/05/2017;Ile-de-France;14.06;26.22;20.14
26/05/2017;Ile-de-France;14.54;27.66;21.1
27/05/2017;Ile-de-France;16.54;30.44;23.49
28/05/2017;Ile-de-France;16.54;31.2;23.87
